spotify_song_id,danceability,acousticness,valence,tempo,energy,time_signature,mode,loudness,key,id
4BtfhdqQ05Vfmk9aaXUP1n,0.501,0.996,0.187,81.338,0.0296,4,1,-33.992,7,497
40Hen84vZAG3IkoDTY70v0,0.514,0.995,0.488,143.029,0.0298,4,1,-23.122,2,498
5M67k54BVUDADZPryaqV1y,0.415,0.00501,0.0935,151.937,0.456,4,1,-12.082,9,499
0E0xI4AgMNU7UkwBt3FCVN,0.23,0.989,0.156,157.084,0.217,3,1,-13.464,10,500
52wlOnqxWl72m1zSHig9eY,0.534,0.954,0.0918,131.873,0.0114,4,1,-20.311,1,501
7aHXCG5cGPHv4BhSBaciEL,0.312,0.991,0.22,135.19,0.00393,1,1,-36.36,0,502
3xr8COed4nPPn6XWZ0iCGr,0.287,0.968,0.346,145.703,0.292,4,1,-19.285,9,503
3NdK4ibo6B6bZN48pBskjw,0.552,0.994,0.382,76.009,0.0781,4,1,-20.592,0,504
2B4p8xjpBFP8ZinAtewfrB,0.692,0.839,0.0514,112.203,0.367,4,0,-16.224,6,505
3laCo1tj2egTZLFDEZjbMy,0.561,0.981,0.089,140.215,0.113,4,1,-17.493,8,506
671CRIthOtwLVvibsFrS5C,0.353,0.0588,0.316,105.124,0.489,5,1,-14.63,8,507
5JVLklFBxXYa6HKYKx3Beo,0.255,0.0679,0.82,65.013,0.599,4,0,-10.877,6,508
5z15cDqIrx3pGlxjplr5PV,0.509,0.878,0.707,104.211,0.52,4,0,-14.876,5,509
7flQESHoCoDzirWF4IkKGq,0.417,0.982,0.737,201.162,0.397,4,1,-11.683,5,510
4g0c2RfsCWOvXlyDLJjGoc,0.412,0.176,0.113,81.922,0.498,4,1,-10.982,7,511
1eBwxDeN0OjfRGcFSE0YxY,0.385,0.876,0.378,105.816,0.31,4,1,-17.769,0,512
65XhQCGWUESjTXw3YlEEqm,0.325,0.935,0.402,110.614,0.388,3,1,-11.37,1,513
1P4XzKG2bldGbhg6EO1N23,0.515,0.239,0.683,106.96,0.489,4,0,-10.021,4,514
5xS7JHjqPYvPSXYJxCRUij,0.465,0.733,0.491,95.852,0.386,4,0,-12.804,7,515
5cO1oGqX8S2w96CwISPlLE,0.475,0.982,0.808,89.881,0.244,4,1,-23.051,8,516
44Vilsiw175y2IpL2nx66o,0.459,0.991,0.375,142.836,0.136,5,0,-18.265,7,517
0wvbb2MxlokwqSvbeoOOHv,0.511,0.993,0.255,107.949,0.00211,5,0,-24.812,3,518
7pR9ESwH8E0Y8z79PflnZY,0.502,0.367,0.369,121.873,0.409,3,1,-13.494,11,519
29TZQMVLv25CBm3bYn2EIQ,0.452,0.436,0.602,111.203,0.501,4,0,-13.149,10,520
1qzOAxBlcEmqfT5WnayGO5,0.485,0.923,0.101,118.594,0.167,3,0,-17.617,2,521
2Fc3GG0g44NbggiPUKM7AG,0.238,0.974,0.116,68.031,0.0536,3,1,-28.218,0,522
0us5TI6Wi0gVyOZMwXbOnO,0.402,0.164,0.627,167.26,0.52,3,1,-11.833,11,523
13VdXFe27FOq9CW2CJaxID,0.432,0.572,0.643,89.315,0.629,4,0,-10.583,5,524
3I9N1FJLNSFLOhtkmamMQS,0.483,0.024,0.553,140.695,0.617,4,0,-9.488,11,525
564Khg2mzPja306jcif1rI,0.536,0.884,0.35,116.289,0.249,4,0,-14.381,0,526
1BMirA3vwj2NLamWkJsVYq,0.461,0.959,0.109,65.905,0.131,4,1,-14.808,10,527
4DjTp1Cktd3OdvmNrCkTOi,0.549,0.398,0.384,137.551,0.315,4,0,-16.231,4,528
3o5nsFFOLUYOEUj1vWsgzj,0.523,0.822,0.732,81.767,0.606,4,0,-8.434,0,529
0b9jIWGchhRtF9XTF9labn,0.414,0.967,0.0828,100.007,0.0545,4,1,-15.309,2,530
70Va8NA2Ies98TNa1XuNbl,0.533,0.806,0.739,107.892,0.434,4,0,-19.235,8,531
5wRlH3diPDfn9jv91hxkUy,0.336,0.93,0.222,184.007,0.328,3,0,-15.005,7,532
0U070HY5rBmCyh4SIWHrgN,0.448,0.976,0.064,112.289,0.0248,4,1,-27.715,0,533
0YhaRPBhAVHZcdileuPtJM,0.463,0.685,0.419,136.399,0.585,4,0,-11.089,11,534
6t65MC0hBqIXyiuaIL4JtT,0.453,0.261,0.565,152.143,0.528,4,1,-8.627,8,535
4XnJC2xyuK9agxVcwIYtv3,0.356,0.172,0.372,100.235,0.499,4,1,-15.908,1,536
7oB0QBEnGRIJjvlDc8YnM6,0.305,0.969,0.0771,70.813,0.184,4,1,-18.342,9,537
5RYXVImRSNAEQ4zKmuKTam,0.391,0.805,0.474,92.732,0.513,3,0,-13.444,10,538
0Qqep9abOtBxR7TAt59MDF,0.482,0.528,0.541,108.432,0.691,3,0,-11.539,10,539
0ZbrhdvEJowTUKbv4A2pmE,0.397,0.0555,0.739,139.7,0.614,4,1,-13.846,1,540
6KtheYP777tm0guxcbMqdR,0.479,0.482,0.62,131.103,0.389,4,1,-15.95,1,541
1u9r8aNn7xgvdgjhvYJzmi,0.435,0.642,0.157,140.022,0.351,4,0,-15.576,0,542
1J9iVCaEriyoMXpj2XszhU,0.569,0.846,0.101,60.483,0.117,4,1,-22.741,5,543
7dzNuRBCw16p1lHKF0vYpx,0.691,0.986,0.692,95.035,0.187,4,1,-13.79,8,544
2pRGwJJ4FKsmgypuM8uBAR,0.539,0.984,0.417,90.442,0.124,4,1,-7.983,3,545
0S78qezX3QdsGDp3LPhV7T,0.292,0.103,0.37,116.994,0.754,4,0,-8.886,9,546
7yzM0pEseQUpb6BMViOPEA,0.522,0.635,0.454,133.698,0.379,3,0,-14.096,4,547
4xhW4B3G3qBAKPVCf621RA,0.364,0.986,0.0865,79.591,0.167,4,1,-17.482,7,548
6Ya2qO1RUIFJhFMmNXJgse,0.78,0.915,0.607,113.281,0.314,4,1,-15.614,0,549
0IffIW3eyCx9aZ36IqOu5o,0.34,0.985,0.119,138.689,0.0837,3,1,-12.072,3,550
4FbyGU4nbHHioKAoCpYRzH,0.508,0.966,0.361,68.761,0.124,3,1,-16.525,10,551
7I6HMnh8wWVkxbBIVFovSR,0.503,0.469,0.666,120.86,0.626,3,0,-18.596,5,552
21WlpZiXLelHjdoMUhHfrm,0.351,0.819,0.448,159.504,0.209,4,0,-23.533,10,553
4Kn24MbABUA6Yvage5UvrD,0.373,0.652,0.642,82.555,0.306,4,0,-13.405,7,554
6LXh8NJUgPAnbHCfEj6bwB,0.0734,0.0917,0.124,179.9,0.914,4,1,-8.921,1,555
29axpCDY8Gf5cJOZ8rG6AS,0.385,0.958,0.734,109.065,0.172,5,0,-20.744,6,556
4USi5QgbTjY3n7hy4WU6E1,0.486,0.674,0.48,129.528,0.619,4,0,-8.844,5,557
4XUkIVq6olEHMIQEWpBn3t,0.344,0.695,0.408,154.097,0.476,4,1,-15.217,4,558
7MmWcH8NQ0e9w8naaWp2l2,0.62,0.901,0.682,112.304,0.291,4,0,-14.691,5,559
66dtIYkpmtSZAIJzp4qlKN,0.461,0.0111,0.192,160.072,0.853,4,1,-9.313,0,560
4CZfPaDW5madfScpZl0nDU,0.508,0.99,0.252,173.36,0.15,3,1,-20.844,5,561
3haSQ1sTtD7UuRI510NGwr,0.551,0.0553,0.0875,172.458,0.714,4,0,-9.772,2,562
1VBcpEf9rlEZMoogoeJM8k,0.345,0.0761,0.536,150.112,0.5,4,1,-14.307,11,563
4mgiughUzH0A9Vv80cTBjH,0.611,0.74,0.599,114.426,0.532,4,0,-11.411,0,564
5vfQK8G9uaH0RJiG0yaMrX,0.708,0.945,0.876,106.314,0.163,4,1,-20.238,0,565
0U58rzaqSd4AY4c1GMbuTb,0.425,0.0332,0.0621,95.115,0.655,4,1,-10.574,7,566
0hY1lriPizkVAlt4XXx1pG,0.634,0.857,0.644,137.34,0.668,4,1,-10.344,5,567
5nfWH9Vn6PIaUnf2a9VthM,0.414,0.989,0.194,81.042,0.0955,4,1,-24.138,4,568
2iHJLCaBQdymf5Rzd4fXUo,0.493,0.449,0.534,134.273,0.508,3,1,-11.359,2,569
5P6vo51dtkBYWXswH1twvK,0.461,0.174,0.488,130.109,0.773,5,0,-10.316,9,570
6GyMbU9ZWqHRqGJAUiIRP5,0.381,0.915,0.263,89.314,0.434,4,1,-7.341,10,571
40PNr2dXdU6WNceoM9Wtiu,0.353,0.889,0.0484,131.924,0.288,4,1,-13.858,2,572
5M50qaptIGAfbuIHcwFCuZ,0.597,0.671,0.577,104.188,0.213,4,0,-23.741,9,573
5sn5E8HsUitOsC70O26l4i,0.541,0.99,0.574,62.84,0.256,4,0,-16.317,5,574
6awA4ClWPPA35LFIwX5Pkh,0.331,0.56,0.413,81.18,0.609,3,0,-7.795,9,575
3oSBVpyGQ9N3hPibpw0GkB,0.431,0.985,0.0731,106.786,0.0468,4,1,-17.802,0,576
3Lz7F78L8bmAftMGkwoGCh,0.805,0.337,0.634,78.842,0.264,4,0,-12.138,11,577
0SiMlVdkAPr1UPgr89t6Nc,0.334,0.477,0.397,170.402,0.519,3,0,-8.152,2,578
7nhoZnR7T2a4DYbCpPzIVt,0.403,0.978,0.182,112.232,0.0849,4,1,-20.62,5,579
5KZl5yEJxvgiiKqpx8vnaF,0.874,0.981,0.871,98.252,0.311,4,1,-12.486,0,580
5H9YotJfoPlfGRwo0BaK0v,0.455,0.969,0.0397,111.59,0.0697,4,0,-22.807,10,581
2k6sbNpI1TZzeV3FMbTZcZ,0.399,0.000848,0.641,126.324,0.719,3,0,-14.61,1,582
4PqiyUZuSwlssWRQPRkrFh,0.37,0.929,0.134,78.729,0.104,3,1,-21.112,0,583
0V8x3DYx47gwmiy6g8pKEp,0.375,0.995,0.262,134.538,0.248,4,1,-17.894,5,584
3kOW7LYkOXJ9qE05TlKVc3,0.672,0.517,0.921,107.498,0.648,4,0,-7.934,7,585
44YS5E6qhYW9KPaRbUj2Fc,0.776,0.924,0.857,105.342,0.372,4,1,-8.604,0,586
1czzmAtPTw287TyMQEfCfg,0.412,0.9,0.0778,133.918,0.195,4,1,-10.288,8,587
0TZrmKSVNnRe4r8JjvJaoC,0.304,0.915,0.262,87.786,0.206,4,1,-15.986,0,588
1wl5b2lw3YagQtZiYZbQWP,0.542,0.907,0.206,116.648,0.32,4,1,-9.975,8,589
4ut7rmXHnJ7FiGxUu5wmC9,0.505,0.000299,0.535,114.505,0.717,3,0,-9.987,7,590
0AEBs3sZ492afceldzJzF0,0.481,0.909,0.126,90.933,0.107,4,1,-20.771,2,591
3AeIbfjydFf46N27feEFri,0.329,0.972,0.267,75.844,0.0317,4,0,-21.514,5,592
4DEn3hZzSs9MFwFNDla5Y5,0.394,0.989,0.17,97.738,0.15,3,0,-21.133,5,593
1CuE5ugqnQLdsvvamUqK2k,0.394,0.235,0.656,139.919,0.545,3,0,-12.589,5,594
4bcyZfaAWCN5SwJgYToxkN,0.69,0.563,0.513,104.931,0.413,4,0,-13.182,6,595
1N8kgdsicbNkQE0QettJvg,0.392,0.959,0.179,103.886,0.119,4,1,-18.487,5,596
3xyWojY10M9NSgnW0FZCbI,0.582,0.951,0.336,91.775,0.234,4,1,-10.15,3,597
7FUvZCxuO3dWTZwowMITxi,0.376,0.375,0.713,94.63,0.395,0,1,-18.64,2,598
30bcxQhTdttPv3raQLXEoO,0.435,0.705,0.794,80.383,0.576,4,1,-11.333,10,599
16QhvfPMBLpo7sFqOqTff3,0.445,0.936,0.29,118.526,0.181,4,0,-11.747,7,600
5L8ta4ECl5zeA6bGqY7G38,0.62,0.853,0.295,113.492,0.67,4,0,-11.575,2,601
08rTZ8jNknn8VBS3v2o8pT,0.439,0.972,0.492,124.69,0.082,4,1,-17.066,0,602
6wArn5Y3UEmctgj5AsADnp,0.574,0.819,0.928,121.495,0.593,4,0,-11.053,10,603
1ddgBRk8vVyrH31mTpLsXY,0.496,0.849,0.944,99.772,0.383,4,1,-15.307,5,604
5CcAkJMkqpx7vwyYq1CQQd,0.533,0.785,0.543,91.473,0.429,4,0,-10.413,5,605
4G3EKvGtqcUSZqPQIWJFxd,0.42,0.905,0.0541,122.041,0.0802,3,1,-21.795,7,606
24rlqafTmogtLHGAfOvLqP,0.341,0.995,0.464,148.667,0.259,3,1,-15.643,8,607
54zMkQWwYLKTAx2qIkl45X,0.21,0.912,0.0895,129.101,0.308,4,1,-12.186,5,608
3ETaHTY7ACGLqjhYskQ2Hj,0.388,0.989,0.0722,176.675,0.0374,3,0,-25.743,6,609
73dk1Hmi0bDX9IMYISFuac,0.635,0.326,0.609,137.959,0.584,3,1,-13.571,10,610
1ysoev7ZEGxGrzq8HNE61r,0.553,0.977,0.472,126.306,0.246,4,1,-14.47,5,611
0ADAFZE0bYIuaIyPNFl3LE,0.443,0.989,0.596,175.02,0.0711,4,1,-20.146,1,612
3r94oMT1M8jF89PSw8qU00,0.82,0.297,0.856,114.885,0.749,4,0,-7.31,11,613
0kC2pQf3a4Cdvs16KTbWCC,0.255,0.889,0.476,171.04,0.403,3,0,-14.777,2,614
4IfjnNG3AA8ZIlYBSWiHyt,0.341,0.354,0.736,86.64,0.708,4,1,-10.464,10,615
18ctQdpMkrAxcdCOnqeIOv,0.601,0.0678,0.819,122.315,0.805,4,1,-8.414,1,616
3KSlf0oOA2SLUd9WithXy9,0.605,0.964,0.223,67.851,0.0223,4,1,-22.559,1,617
02M2OoPaKPmkCl7kidq6nK,0.478,0.655,0.455,113.902,0.33,3,1,-13.283,5,618
4d3XHYFFuYYzxWr2cJ6yQl,0.487,0.876,0.142,110.134,0.145,4,1,-18.67,5,619
64hIGVT0pT44TP0PGGZ2aU,0.423,0.804,0.544,85.478,0.397,3,1,-14.851,0,620
11vaRXRIFXJTRr3BuzNbk5,0.418,0.954,0.253,176.739,0.114,4,0,-16.13,5,621
5Jafpcu72SIeaOVk4Gboa2,0.447,0.994,0.223,83.382,0.439,3,0,-11.853,7,622
6AAxndfN25URaM9zQJfWbU,0.574,0.967,0.523,126.923,0.0775,4,1,-17.753,8,623
0xOwnhjdm8f79hoVEMFY93,0.489,0.995,0.639,86.319,0.0976,4,0,-18.428,2,624
3Us7ZYk1MxPMvQu5mnI0Zw,0.479,0.853,0.602,139.786,0.435,4,1,-12.112,3,625
1m3BAsNsQAaSNMD2M6vlKY,0.682,0.476,0.964,81.081,0.752,4,1,-9.521,2,626
1EUppC8KjHBgyLKb06OlA1,0.397,0.992,0.318,102.641,0.126,4,0,-22.865,9,627
1to5IySvboywOgXW9jCjDn,0.546,0.912,0.325,143.762,0.196,4,0,-11.154,8,628
1ohoaGnztWcfczuRDceRdn,0.428,0.971,0.314,98.096,0.212,3,0,-15.442,0,629
2jfiDZCg4UjLJEFktdcAV4,0.647,0.0503,0.582,116.981,0.512,4,1,-13.619,7,630
6NTrpCqxtHMp3fnEsGIcky,0.438,0.9,0.167,119.633,0.133,4,1,-13.983,10,631
6yuhA5jlK7gEAIVoJ5WK1f,0.447,0.803,0.0989,121.761,0.121,4,1,-21.562,3,632
09JSmxCUJrjBE0dVXurHT2,0.54,0.966,0.316,84.192,0.0671,4,1,-18.633,1,633
2l2Wc0siUPFZg1SEHfkk7J,0.388,0.228,0.312,91.863,0.45,4,0,-9.894,7,634
643HteZrS2BZW5ILbOeVkk,0.245,0.07,0.0834,120.164,0.454,5,1,-8.098,9,635
4lj4cW45UP5tQ8AhRxnQi9,0.364,0.857,0.0575,117.715,0.114,3,1,-16.552,1,636
3j76McoUI18gDoqxYE14Bu,0.67,0.708,0.334,116.479,0.532,4,1,-16.138,2,637
7gJKSdyXa95FQgp9us68OE,0.412,0.976,0.0377,79.183,0.0144,3,0,-20.32,9,638
4PfdoGUe3sNDtrIZmeTIOF,0.352,0.124,0.492,134.418,0.664,3,0,-13.291,2,639
3cm5GHqmFOAY8hpYdsbLDD,0.498,0.183,0.69,129.865,0.659,4,0,-8.829,7,640
5QXDD5E0bWRdsgW0bQTYRG,0.396,0.0777,0.561,109.689,0.756,4,0,-7.522,5,641
08mNpIgvFDORGhekbe0n7A,0.72,0.989,0.912,99.639,0.333,4,1,-14.227,1,642
3opq9NFfO4B0ixzi3CE0Qn,0.609,0.704,0.529,105.464,0.803,4,0,-10.787,10,643
3s2RFp5hU6jEvAmfZrnrAi,0.442,0.92,0.2,65.003,0.124,4,1,-22.227,3,644
4mraRJO2iZA5WQ5dxlSQx9,0.351,0.964,0.041,132.805,0.0079,4,0,-27.866,10,645
6rZ3wEvcLUmozTRkiXISLT,0.468,0.844,0.216,108.135,0.395,4,0,-14.378,10,646
7JtcCde09fsajDNHmPFrX7,0.637,0.951,0.584,103.006,0.247,4,0,-16.553,7,647
4LbJFM4QRgvKoYU7nzj3Dx,0.362,0.463,0.592,81.801,0.411,4,1,-14.9,8,648
5GVMAnMTX3miLXxC3pTXJq,0.466,0.0483,0.44,113.06,0.517,4,1,-11.768,2,649
6yAPBF2E4QfcitKoKRiovS,0.793,0.444,0.536,108.042,0.449,4,0,-11.815,7,650
0iIeXQ43VfcQXlsMSLMl1c,0.43,0.831,0.313,120.568,0.236,4,1,-16.662,2,651
5xO7ZBNlj8d0r6jULUyZJN,0.361,0.864,0.345,155.975,0.419,4,1,-15.677,7,652
2uwWxQaPESir0zpeVcHRvC,0.701,0.0773,0.74,90.886,0.513,4,0,-14.369,7,653
354gNwpjlW9QKsMPLWdMv5,0.545,0.992,0.34,100.229,0.0442,3,1,-14.903,8,654
2V9ZGEAaTrNaQuck6WBxPG,0.506,0.632,0.693,75.432,0.581,4,1,-6.568,3,655
4Ce66JznW8QbeyTdSzdGwR,0.581,0.104,0.808,111.154,0.672,4,1,-8.279,8,656
37sWynfhKopgV5MhZUuWGF,0.305,0.88,0.276,96.105,0.502,4,0,-9.171,11,657
7xBhhAl2x1FVhEljiTtLJw,0.586,0.967,0.465,91.784,0.18,4,1,-14.967,2,658
1cpANF6zMBoFoxkoIjZHjv,0.478,0.993,0.148,124.307,0.0294,3,1,-25.319,0,659
3qQVUOHJdgIFWJd0jrG9GE,0.739,0.109,0.941,98.424,0.882,4,0,-11.946,11,660
0fXVCUQrwQTv9397VjP6yU,0.497,0.46,0.368,142.581,0.282,4,0,-20.452,9,661
6JOqYnE9SCTzZU4BMg42mE,0.451,0.186,0.18,112.107,0.846,4,0,-13.099,5,662
7hK9jnESeCfc5fIHH76jKh,0.488,0.75,0.552,65.04,0.297,4,1,-17.101,0,663
5aJcTRuJRYdd7cgPg4ZN8O,0.589,0.301,0.837,103.037,0.614,4,0,-10.527,5,664
1dLb36wK59q5QgGCZE9YyK,0.224,0.98,0.0998,168.418,0.0937,3,1,-15.641,10,665
2xm9ihELo6xwrRKrBbPql9,0.659,0.976,0.738,95.063,0.113,4,0,-16.756,10,666
09oBwhrXdwv0Xw2MkBBDPD,0.522,0.477,0.415,92.481,0.356,4,1,-11.034,9,667
60p18YXhrzLNrAaUXL8Bu6,0.376,0.974,0.107,63.963,0.111,4,0,-20.011,2,668
1x9Rj0VuL8PkuTTxy3JAgI,0.559,0.45,0.558,112.302,0.721,4,0,-13.329,5,669
7Bto5shUBaNnD3YDv1rnXv,0.689,0.87,0.725,162.677,0.267,4,0,-11.567,7,670
3nuigRVfjSREzo7i4Af4tc,0.462,0.935,0.322,101.158,0.377,4,0,-11.786,4,671
10TiIsRhDW0795Msycgs8E,0.341,0.888,0.272,86.565,0.404,3,1,-11.24,1,672
6BR2T5zZBBh992hB0ks66b,0.631,0.989,0.433,140.031,0.283,4,0,-15.359,4,673
6vT6GhO6th2JE3NBQRlhKL,0.406,0.367,0.508,156.708,0.289,3,1,-15.662,1,674
7pKWTcPfT9mg2iAhobFHpS,0.552,0.955,0.152,102.4,0.171,4,0,-13.66,2,675
1UdkQHQZs7pMWLpZBDVRxl,0.491,0.993,0.349,108.924,0.126,4,1,-22.607,7,676
5H4bQ14RjOVM4eKtaIpn3B,0.779,0.991,0.964,125.229,0.452,4,1,-10.351,5,677
1QxmKMggKPykokcwBYvjso,0.497,0.828,0.17,127.204,0.317,5,1,-15.774,8,678
7IAFc5iQti2tzob7Uo7N1Y,0.513,0.935,0.229,105.141,0.292,1,1,-16.83,1,679
3MC79TErHHp9FODo2ErBQ1,0.741,0.957,0.96,112.832,0.572,4,1,-9.415,9,680
2oEvw0AfrT2fPNpEnBwVml,0.384,0.995,0.116,172.997,0.036,3,0,-25.958,0,681
7v8xuRx4WC8BBGp4SNE0Xx,0.499,0.903,0.822,92.848,0.306,4,0,-19.867,7,682
3XPYMyW85vr0TxFcCu5fAj,0.319,0.000602,0.645,143.87,0.863,4,0,-10.515,6,683
6GuUOebDE9IgP8xFtQs5DW,0.467,0.946,0.305,140.474,0.179,3,1,-12.235,3,684
4Kj2xLNaqnbA99wWl9dnrR,0.574,0.846,0.677,88.536,0.392,4,1,-14.286,0,685
4cUgsvo0xRu0JQXIhxcXkZ,0.615,0.822,0.586,86.657,0.594,4,1,-11.719,8,686
00kO4Z0mFAFs6KLlXnaD0f,0.697,0.955,0.409,123.708,0.147,4,1,-18.481,1,687
6DjOS2PYRPQ8amyhSpdErX,0.517,0.98,0.892,203.05,0.431,4,1,-9.537,8,688
3ZlrImCUC5ODy6hO180NVr,0.381,0.94,0.132,117.038,0.115,4,1,-19.743,5,689
1TyR326TWw2J0TE7R3v4zt,0.544,0.87,0.587,156.953,0.314,3,1,-15.196,1,690
0DTK1wka31c9Iam2OywdKg,0.759,0.932,0.856,96.733,0.417,4,1,-10.368,5,691
0TYaiwJB9eLNew2VYxF6i8,0.539,0.107,0.375,84.956,0.626,4,1,-9.514,2,692
6dF64KZN0MvS5Id9yyCYIL,0.637,0.00738,0.686,167.106,0.621,4,1,-12.915,2,693
0Otf1ZfYNIjhqFIuJk0fsy,0.358,0.991,0.525,166.973,0.452,4,1,-13.02,1,694
1SH49GqeyitOd9C4kk9dTM,0.489,0.995,0.838,114.741,0.243,4,1,-22.478,5,695
0MmNrhvLcoWjo7AOr0vgka,0.496,0.787,0.694,81.772,0.388,4,1,-14.177,8,696
0j8bnD1EGeUPjHBnXPHibI,0.563,0.964,0.654,111.304,0.297,4,0,-14.947,7,697
5AuLuhe6LXvVod82HxJtXO,0.383,0.959,0.0709,77.945,0.173,3,1,-11.969,2,698
4YpXSKVrp8jhI7EAPV1xpF,0.393,0.0278,0.537,129.86,0.912,4,0,-8.285,11,699
6hh4aPNeuGDjOFnKaM5h7W,0.665,0.712,0.715,81.645,0.329,4,0,-12.529,5,700
0vwTHK0RI01avuLIrAHp8C,0.586,0.938,0.197,125.886,0.139,3,0,-22.365,4,701
3agLlt9JpTB330JWO3IA5v,0.546,0.989,0.635,96.154,0.299,4,0,-14.836,0,702
3y9t5wNCoHAOawtEfqJpmJ,0.66,0.165,0.657,114.735,0.658,4,1,-8.992,0,703
05LNBtMuc26HSAHh7C6iG8,0.552,0.605,0.74,112.049,0.509,4,1,-9.828,0,704
2bDLTMtjQwVryomtX6hG4P,0.703,0.725,0.535,111.269,0.567,4,1,-9.722,2,705
55jwhnIYoKr7UszV5ehTa6,0.595,0.875,0.661,140.134,0.417,3,1,-11.511,3,706
5VzX7mZUlGFPPuEcKm8mlV,0.153,0.849,0.0383,72.168,0.212,3,0,-21.348,4,707
2fNCSdonK3E2ODMvAUx92e,0.367,0.197,0.491,93.08,0.833,4,1,-8.8,8,708
43JLhw4tT5FqhckbOLqOzI,0.342,0.408,0.489,144.354,0.532,4,0,-12.554,8,709
3oVxiRYsdchd7Avi3Xx0Bu,0.459,0.776,0.271,79.7,0.623,4,1,-8.286,7,710
07jrvCmNfEglvbjxPZ3GIv,0.523,0.942,0.238,108.145,0.117,4,1,-18.738,7,711
0uR3d0l3SrQmKP5EEXiVOF,0.634,0.157,0.952,94.26,0.729,4,1,-9.001,8,712
0WMG5EgKUdK73cLMEPoRMX,0.458,0.563,0.749,91.905,0.589,4,1,-9.443,5,713
3b4lxZH5Id2bXVurOfTyaW,0.491,0.754,0.639,86.881,0.472,4,1,-11.136,8,714
0sh3ksrBKS9MfrfJxuZR5c,0.462,0.0416,0.698,124.86,0.944,4,1,-10.47,10,715
1g6pSS6fGslaQXDiS8iMkW,0.399,0.164,0.219,103.816,0.277,3,0,-13.718,11,716
5zMXjQ2PmSjW42mT5w93zs,0.43,0.163,0.645,202.523,0.675,4,0,-10.513,10,717
3RwcvDHkNPc2YXFz7kOBTN,0.547,0.895,0.3,127.466,0.199,4,1,-19.449,9,718
0lJ3iwfMWh8xDXWuGhbMv7,0.779,0.626,0.941,113.08,0.411,4,1,-17.37,5,719
4A8VMiwggF5OrCPkuqAlPx,0.592,0.956,0.704,169.226,0.35,4,1,-11.249,0,720
25j0gLYyAdxbh0gphaSiOd,0.444,0.826,0.273,138.304,0.314,5,0,-13.746,4,721
3Scauhkn7ua5V5XkxJpFf2,0.519,0.985,0.237,62.211,0.0668,4,1,-19.866,8,722
2fJQmRWmlyqRxm8Pwdw7th,0.474,0.974,0.0701,117.764,0.0488,4,1,-18.712,10,723
7wyznHrs1tQaeLMRdteaEh,0.718,0.822,0.701,113.813,0.332,4,0,-13.213,10,724
6oWhUfePc5h9r5pfw7wvPN,0.704,0.814,0.322,90.38,0.277,4,1,-11.675,0,725
5TjO0GOOon3R6YOnRFPwzk,0.59,0.943,0.778,160.571,0.285,3,1,-11.216,8,726
4p6upktU3Ms5LiFuwzXAV3,0.482,0.976,0.497,60.434,0.0989,4,0,-17.438,5,727
2hspCATOKb9llyIeMik89G,0.561,0.0336,0.936,157.626,0.647,4,1,-8.578,0,728
796NTbUTaySCOVqvV2XIuB,0.522,0.892,0.29,139.589,0.192,4,1,-18.258,7,729
7GfcuA0aebfcSz8wbex9Qb,0.726,0.757,0.481,132.113,0.26,4,0,-14.104,7,730
0jIjMIGol799k7v3kmD0ZS,0.416,0.979,0.686,142.795,0.328,3,1,-15.836,3,731
3G0YoB6f7KVaQnX0cn58SO,0.479,0.991,0.848,141.756,0.378,4,1,-10.535,10,732
186W9AFedgM2HOBRN3re10,0.432,0.483,0.498,91.69,0.427,4,0,-12.133,6,733
21fG5gVN5JiKbyRIUGKzoV,0.394,0.0716,0.677,130.686,0.785,4,0,-6.552,0,734
2h0pv8wU8UakPCzmcZSuXE,0.331,0.995,0.315,125.645,0.139,5,1,-23.715,9,735
3gMMHNUrq3rPeUfgQcAJ2H,0.404,0.861,0.168,106.82,0.0602,3,0,-26.459,11,736
2mGSY4TXoY2fJsKbOxXfRj,0.64,0.934,0.759,120.819,0.311,4,1,-15.701,8,737
2nWHzbBWBOePUvAImQv2So,0.878,0.0317,0.607,111.334,0.951,4,1,-5.077,7,738
7KUJeTrpC3Lwo0Nm79P4Ju,0.597,0.0294,0.464,90.009,0.731,4,0,-6.1,10,739
3qQIq27L2KkSMH99rrNl2N,0.42,0.979,0.19,90.127,0.119,3,0,-21.684,2,740
2JR1WeETsXmFR1kRC2oXXq,0.326,0.99,0.301,127.397,0.0575,5,1,-16.5,4,741
5s1XpYV0CJLDrPYHbPlqih,0.508,0.424,0.575,118.521,0.366,4,1,-16.952,7,742
6ffJxrVKkPVW4hiRoiteB2,0.652,0.99,0.562,118.883,0.171,4,1,-16.1,7,743
3Eg4kKakfl6ZwmGgW9CDIb,0.36,0.572,0.347,77.114,0.326,3,1,-17.865,2,744
0waPIgxlioI0HVVOpSTr1P,0.539,0.979,0.742,127.278,0.215,4,1,-25.373,5,745
6DH9qxj2GJi0lU2Y5FDHky,0.41,0.0634,0.418,155.267,0.761,4,1,-8.036,5,746
3qPQxLOF4cAi7rvHUn4cqE,0.58,0.933,0.738,202.376,0.47,4,0,-8.787,9,747
7hjfcGgarfTZkIvZa43C7e,0.766,0.809,0.892,136.083,0.601,4,0,-13.247,9,748
33epO6drRAdk6jWlwBkqC2,0.248,0.977,0.142,75.662,0.189,4,0,-13.594,3,749
